# Referentiel d'activite Vigie-Chiro Point Fixe (contacts/nuit)
# Source : Bas Y, Kerbiriou C, Roemer C & Julien JF (2020) Bat reference scale of activity levels (Team-Chiro / MNHN)
# https://croemer3.wixsite.com/teamchiro/reference-scales-of-activity - libre d'usage avec citation obligatoire
# national toutes-saisons = 2020 ; saisons/regions/habitats = 2023 ; genere par build_activity_ref.py
# Classes : Faible <Q25 | Moyenne Q25-Q75 | Forte Q75-Q98 | Tres forte >=Q98
code;referentiel;saison;q25;q75;q98;nbocc;confiance
Ratnor;region:Nouvelle Aquitaine;printemps;1;272;1228;73;Moderee
Rhasp;region:Nouvelle Aquitaine;printemps;5;30;84;28;Faible
Rhifer;region:Nouvelle Aquitaine;printemps;1;2;11;103;Bonne
Rhihip;region:Nouvelle Aquitaine;printemps;1;5;79;112;Bonne
Roeroe;region:Nouvelle Aquitaine;printemps;1;12;269;70;Moderee
Rusnit;region:Nouvelle Aquitaine;printemps;1;6;153;114;Bonne
Sepsep;region:Nouvelle Aquitaine;printemps;1;2;8;32;Faible
Tadten;region:Nouvelle Aquitaine;printemps;2;15;110;43;Moderee
Testes;region:Nouvelle Aquitaine;printemps;1;4;29;158;Bonne
Tetarg;region:Nouvelle Aquitaine;printemps;1;2;15;69;Moderee
Tetvir;region:Nouvelle Aquitaine;printemps;11;189;1934;407;Bonne
Tyllil;region:Nouvelle Aquitaine;printemps;1;2;10;55;Moderee
Urosp;region:Nouvelle Aquitaine;printemps;1;17;682;72;Moderee
Yerray;region:Nouvelle Aquitaine;printemps;1;5;35;140;Bonne
Yposp;region:Nouvelle Aquitaine;printemps;2;7;186;273;Bonne
amph;region:Occitanie;printemps;1;25;555;199;Bonne
Antsp;region:Occitanie;printemps;2;64;2460;47;Moderee
Barbar;region:Occitanie;printemps;1;7;57;314;Bonne
Barfis;region:Occitanie;printemps;1;7;148;241;Bonne
Confus;region:Occitanie;printemps;1;5;129;107;Bonne
criq;region:Occitanie;printemps;1;2;4;27;Faible
Cympud;region:Occitanie;printemps;1;5;60;37;Faible
Cyrscu;region:Occitanie;printemps;1;11;304;282;Bonne
Decalb;region:Occitanie;printemps;1;2;14;186;Bonne
Epheph;region:Occitanie;printemps;1;14;269;366;Bonne
Eptnil;region:Occitanie;printemps;1;4;26;25;Faible
Eptser;region:Occitanie;printemps;2;14;245;788;Tres bonne
Eupsp;region:Occitanie;printemps;1;9;150;373;Bonne
gril;region:Occitanie;printemps;1;3;42;314;Bonne
Hypsav;region:Occitanie;printemps;2;16;151;431;Bonne
Inssp5;region:Occitanie;printemps;1;2;6;150;Bonne
Inssp7;region:Occitanie;printemps;1;5;195;102;Bonne
Isopyr;region:Occitanie;printemps;7;83;1179;172;Bonne
Lamsp.;region:Occitanie;printemps;1;3;67;134;Bonne
Leppun;region:Occitanie;printemps;2;28;280;1126;Tres bonne
mamm;region:Occitanie;printemps;1;3;34;45;Moderee
Metbra;region:Occitanie;printemps;1;3;20;93;Moderee
Micagr;region:Occitanie;printemps;1;3;8;104;Bonne
Mimasp;region:Occitanie;printemps;1;5;103;310;Bonne
Minsch;region:Occitanie;printemps;2;12;280;548;Tres bonne
Mussp;region:Occitanie;printemps;1;3;69;56;Moderee
Myoalc;region:Occitanie;printemps;1;6;140;65;Moderee
Myobec;region:Occitanie;printemps;1;1;2;24;Faible
Myocap;region:Occitanie;printemps;2;27;505;126;Bonne
Myodau;region:Occitanie;printemps;1;7;870;624;Tres bonne
Myoema;region:Occitanie;printemps;1;8;96;565;Tres bonne
MyoGT;region:Occitanie;printemps;1;3;19;85;Moderee
Myomys;region:Occitanie;printemps;1;6;310;536;Tres bonne
Myonat;region:Occitanie;printemps;2;10;165;512;Tres bonne
noise;region:Occitanie;printemps;206;2895;8359;1643;Tres bonne
Nyclas;region:Occitanie;printemps;6;10;234;9;Faible
Nyclei;region:Occitanie;printemps;3;19;301;890;Tres bonne
Nycnoc;region:Occitanie;printemps;1;7;91;318;Bonne
Phafal;region:Occitanie;printemps;1;3;18;41;Moderee
Phanan;region:Occitanie;printemps;2;26;594;816;Tres bonne
Phofem;region:Occitanie;printemps;1;6;209;260;Bonne
Phogri;region:Occitanie;printemps;2;17;266;1052;Tres bonne
piaf;region:Occitanie;printemps;24;356;2212;945;Tres bonne
Pipkuh;region:Occitanie;printemps;5;69;1083;1283;Tres bonne
Pipnat;region:Occitanie;printemps;2;9;95;638;Tres bonne
Pippip;region:Occitanie;printemps;9;188;2444;1385;Tres bonne
Pippyg;region:Occitanie;printemps;3;80;1485;938;Tres bonne
Plaaff;region:Occitanie;printemps;2;15;92;19;Faible
Plaalb;region:Occitanie;printemps;1;6;131;271;Bonne
Plaint;region:Occitanie;printemps;1;11;293;438;Bonne
Plasab;region:Occitanie;printemps;1;10;844;60;Moderee
Pleaur;region:Occitanie;printemps;1;2;9;252;Bonne
Pleaus;region:Occitanie;printemps;1;6;39;696;Tres bonne
Plemac;region:Occitanie;printemps;1;2;5;44;Moderee
Ratnor;region:Occitanie;printemps;1;9;183;111;Bonne
Rhasp;region:Occitanie;printemps;2;37;1233;73;Moderee
Rhieur;region:Occitanie;printemps;1;3;62;58;Moderee
Rhifer;region:Occitanie;printemps;1;6;92;297;Bonne
Rhihip;region:Occitanie;printemps;1;10;469;370;Bonne
Roeroe;region:Occitanie;printemps;1;12;2190;148;Bonne
Rusnit;region:Occitanie;printemps;1;10;667;258;Bonne
Sepsep;region:Occitanie;printemps;1;5;110;48;Moderee
Tadten;region:Occitanie;printemps;3;31;273;441;Bonne
Testes;region:Occitanie;printemps;1;11;509;518;Tres bonne
Tetarg;region:Occitanie;printemps;1;5;19;102;Bonne
Tetpyg;region:Occitanie;printemps;1;1;1;11;Faible
Tetvir;region:Occitanie;printemps;5;82;1573;1377;Tres bonne
Tyllil;region:Occitanie;printemps;1;3;49;258;Bonne
Urosp;region:Occitanie;printemps;1;6;774;176;Bonne
Vesmur;region:Occitanie;printemps;1;2;7;48;Moderee
Yerray;region:Occitanie;printemps;1;10;131;566;Tres bonne
Yposp;region:Occitanie;printemps;1;8;626;775;Tres bonne
amph;region:Pays de la Loire;printemps;4;41;230;62;Moderee
Antsp;region:Pays de la Loire;printemps;2;9;19;2;Faible
Barbar;region:Pays de la Loire;printemps;4;28;102;69;Moderee
Barfis;region:Pays de la Loire;printemps;1;3;13;20;Faible
Cyrscu;region:Pays de la Loire;printemps;1;2;6;22;Faible
Decalb;region:Pays de la Loire;printemps;1;3;9;30;Faible
Epheph;region:Pays de la Loire;printemps;2;8;28;51;Moderee
Eptser;region:Pays de la Loire;printemps;2;18;133;87;Moderee
Eupsp;region:Pays de la Loire;printemps;1;20;54;49;Moderee
gril;region:Pays de la Loire;printemps;1;2;77;27;Faible
Hypsav;region:Pays de la Loire;printemps;2;7;77;35;Faible
Inssp5;region:Pays de la Loire;printemps;1;1;3;13;Faible
Isopyr;region:Pays de la Loire;printemps;5;47;118;8;Faible
Lamsp.;region:Pays de la Loire;printemps;1;2;4;14;Faible
Leppun;region:Pays de la Loire;printemps;3;17;110;118;Bonne
Micagr;region:Pays de la Loire;printemps;1;1;3;12;Faible
Mimasp;region:Pays de la Loire;printemps;1;10;22;63;Moderee
Minsch;region:Pays de la Loire;printemps;1;3;5;10;Faible
Mussp;region:Pays de la Loire;printemps;1;5;8;16;Faible
Myoalc;region:Pays de la Loire;printemps;1;19;55;18;Faible
Myocap;region:Pays de la Loire;printemps;3;9;17;10;Faible
Myodau;region:Pays de la Loire;printemps;2;10;63;69;Moderee
Myoema;region:Pays de la Loire;printemps;2;14;27;80;Moderee
MyoGT;region:Pays de la Loire;printemps;1;2;3;10;Faible
Myomys;region:Pays de la Loire;printemps;2;9;89;86;Moderee
Myonat;region:Pays de la Loire;printemps;1;5;57;47;Moderee
noise;region:Pays de la Loire;printemps;517;3231;7416;134;Bonne
Nyclei;region:Pays de la Loire;printemps;2;10;64;104;Bonne
Nycnoc;region:Pays de la Loire;printemps;2;12;35;74;Moderee
Phanan;region:Pays de la Loire;printemps;2;53;928;76;Moderee
Phofem;region:Pays de la Loire;printemps;1;2;32;22;Faible
Phogri;region:Pays de la Loire;printemps;5;21;285;114;Bonne
piaf;region:Pays de la Loire;printemps;75;517;1331;127;Bonne
Pipkuh;region:Pays de la Loire;printemps;10;104;831;119;Bonne
Pipnat;region:Pays de la Loire;printemps;2;11;56;87;Moderee
Pippip;region:Pays de la Loire;printemps;19;635;2986;121;Bonne
Pippyg;region:Pays de la Loire;printemps;2;16;266;64;Moderee
Plaalb;region:Pays de la Loire;printemps;1;3;93;37;Faible
Plaint;region:Pays de la Loire;printemps;1;12;71;52;Moderee
Pleaur;region:Pays de la Loire;printemps;1;2;7;35;Faible
Pleaus;region:Pays de la Loire;printemps;2;11;40;54;Moderee
Ratnor;region:Pays de la Loire;printemps;1;2;3;12;Faible
Rhasp;region:Pays de la Loire;printemps;1;16;34;5;Faible
Rhifer;region:Pays de la Loire;printemps;2;5;51;27;Faible
Rhihip;region:Pays de la Loire;printemps;2;10;249;42;Moderee
Roeroe;region:Pays de la Loire;printemps;3;112;451;23;Faible
Rusnit;region:Pays de la Loire;printemps;1;37;2610;28;Faible
Sepsep;region:Pays de la Loire;printemps;1;2;5;12;Faible
Tadten;region:Pays de la Loire;printemps;2;34;186;18;Faible
Testes;region:Pays de la Loire;printemps;1;4;113;46;Moderee
Tetvir;region:Pays de la Loire;printemps;16;89;1795;128;Bonne
Tyllil;region:Pays de la Loire;printemps;1;2;19;15;Faible
Urosp;region:Pays de la Loire;printemps;1;5;102;20;Faible
Yerray;region:Pays de la Loire;printemps;1;5;25;64;Moderee
Yposp;region:Pays de la Loire;printemps;1;5;33;78;Moderee
amph;region:Provence-Alpes-Cote dAzur;printemps;2;64;386;81;Moderee
Antsp;region:Provence-Alpes-Cote dAzur;printemps;1;3;78;4;Faible
Barbar;region:Provence-Alpes-Cote dAzur;printemps;1;9;139;88;Moderee
Barfis;region:Provence-Alpes-Cote dAzur;printemps;1;9;1236;111;Bonne
Confus;region:Provence-Alpes-Cote dAzur;printemps;1;2;11;28;Faible
Cympud;region:Provence-Alpes-Cote dAzur;printemps;1;1;29;11;Faible
Cyrscu;region:Provence-Alpes-Cote dAzur;printemps;1;18;83;101;Bonne
Decalb;region:Provence-Alpes-Cote dAzur;printemps;1;2;12;71;Moderee
Epheph;region:Provence-Alpes-Cote dAzur;printemps;1;8;94;165;Bonne
Eptnil;region:Provence-Alpes-Cote dAzur;printemps;1;3;4;21;Faible
Eptser;region:Provence-Alpes-Cote dAzur;printemps;2;29;215;220;Bonne
Eupsp;region:Provence-Alpes-Cote dAzur;printemps;1;6;46;170;Bonne
gril;region:Provence-Alpes-Cote dAzur;printemps;1;5;31;77;Moderee
Hypsav;region:Provence-Alpes-Cote dAzur;printemps;2;13;119;144;Bonne
Inssp5;region:Provence-Alpes-Cote dAzur;printemps;1;3;5;48;Moderee
Inssp7;region:Provence-Alpes-Cote dAzur;printemps;1;5;51;24;Faible
Isopyr;region:Provence-Alpes-Cote dAzur;printemps;5;57;339;112;Bonne
Lamsp.;region:Provence-Alpes-Cote dAzur;printemps;1;6;22;60;Moderee
Leppun;region:Provence-Alpes-Cote dAzur;printemps;2;27;346;273;Bonne
mamm;region:Provence-Alpes-Cote dAzur;printemps;1;1;2;21;Faible
Micagr;region:Provence-Alpes-Cote dAzur;printemps;1;3;30;52;Moderee
Mimasp;region:Provence-Alpes-Cote dAzur;printemps;1;8;59;146;Bonne
Minsch;region:Provence-Alpes-Cote dAzur;printemps;3;21;99;205;Bonne
Mussp;region:Provence-Alpes-Cote dAzur;printemps;1;4;25;34;Faible
Myoalc;region:Provence-Alpes-Cote dAzur;printemps;1;2;4;21;Faible
Myocap;region:Provence-Alpes-Cote dAzur;printemps;2;30;1046;53;Moderee
Myodau;region:Provence-Alpes-Cote dAzur;printemps;2;23;1338;170;Bonne
Myoema;region:Provence-Alpes-Cote dAzur;printemps;1;8;47;187;Bonne
MyoGT;region:Provence-Alpes-Cote dAzur;printemps;1;4;56;43;Moderee
Myomys;region:Provence-Alpes-Cote dAzur;printemps;1;11;159;160;Bonne
Myonat;region:Provence-Alpes-Cote dAzur;printemps;2;10;102;188;Bonne
noise;region:Provence-Alpes-Cote dAzur;printemps;300;2416;7255;362;Bonne
Nyclei;region:Provence-Alpes-Cote dAzur;printemps;5;37;204;274;Bonne
Nycnoc;region:Provence-Alpes-Cote dAzur;printemps;1;6;82;128;Bonne
Phanan;region:Provence-Alpes-Cote dAzur;printemps;4;40;241;288;Bonne
Phofem;region:Provence-Alpes-Cote dAzur;printemps;1;2;22;67;Moderee
Phogri;region:Provence-Alpes-Cote dAzur;printemps;3;24;211;303;Bonne
piaf;region:Provence-Alpes-Cote dAzur;printemps;86;689;2420;293;Bonne
Pipkuh;region:Provence-Alpes-Cote dAzur;printemps;23;261;1804;307;Bonne
Pipnat;region:Provence-Alpes-Cote dAzur;printemps;2;18;473;210;Bonne
Pippip;region:Provence-Alpes-Cote dAzur;printemps;9;221;1858;316;Bonne
Pippyg;region:Provence-Alpes-Cote dAzur;printemps;7;410;4133;270;Bonne
Plaaff;region:Provence-Alpes-Cote dAzur;printemps;1;29;79;4;Faible
Plaalb;region:Provence-Alpes-Cote dAzur;printemps;1;5;21;40;Faible
Plaint;region:Provence-Alpes-Cote dAzur;printemps;2;17;125;197;Bonne
Plasab;region:Provence-Alpes-Cote dAzur;printemps;2;30;272;13;Faible
Pleaur;region:Provence-Alpes-Cote dAzur;printemps;1;3;17;95;Moderee
Pleaus;region:Provence-Alpes-Cote dAzur;printemps;2;8;79;173;Bonne
Plemac;region:Provence-Alpes-Cote dAzur;printemps;1;2;5;16;Faible
Ratnor;region:Provence-Alpes-Cote dAzur;printemps;1;5;88;48;Moderee
Rhasp;region:Provence-Alpes-Cote dAzur;printemps;1;8;28;17;Faible
Rhieur;region:Provence-Alpes-Cote dAzur;printemps;1;3;4;10;Faible
Rhifer;region:Provence-Alpes-Cote dAzur;printemps;1;5;1165;47;Moderee
Rhihip;region:Provence-Alpes-Cote dAzur;printemps;1;6;26;54;Moderee
Roeroe;region:Provence-Alpes-Cote dAzur;printemps;1;11;373;40;Faible
Rusnit;region:Provence-Alpes-Cote dAzur;printemps;1;4;83;86;Moderee
Sepsep;region:Provence-Alpes-Cote dAzur;printemps;1;1;3;17;Faible
Tadten;region:Provence-Alpes-Cote dAzur;printemps;8;49;338;253;Bonne
Testes;region:Provence-Alpes-Cote dAzur;printemps;1;7;129;114;Bonne
Tetarg;region:Provence-Alpes-Cote dAzur;printemps;1;3;57;28;Faible
Tetvir;region:Provence-Alpes-Cote dAzur;printemps;9;89;1172;334;Bonne
Tyllil;region:Provence-Alpes-Cote dAzur;printemps;1;2;12;99;Moderee
Urosp;region:Provence-Alpes-Cote dAzur;printemps;1;8;372;55;Moderee
Yerray;region:Provence-Alpes-Cote dAzur;printemps;1;8;165;163;Bonne
Yposp;region:Provence-Alpes-Cote dAzur;printemps;1;4;113;160;Bonne
amph;habitat:Riviere;printemps;1;7;67;69;Moderee
Antsp;habitat:Riviere;printemps;5;155;3439;25;Faible
Barbar;habitat:Riviere;printemps;2;23;149;148;Bonne
Barfis;habitat:Riviere;printemps;1;7;22;100;Moderee
Confus;habitat:Riviere;printemps;1;2;17;41;Moderee
Cympud;habitat:Riviere;printemps;1;6;52;17;Faible
Cyrscu;habitat:Riviere;printemps;1;11;295;121;Bonne
Decalb;habitat:Riviere;printemps;1;2;11;68;Moderee
Epheph;habitat:Riviere;printemps;1;10;96;169;Bonne
Eptnil;habitat:Riviere;printemps;1;16;26;12;Faible
Eptser;habitat:Riviere;printemps;2;23;432;318;Bonne
Eupsp;habitat:Riviere;printemps;1;12;155;184;Bonne
gril;habitat:Riviere;printemps;1;3;19;83;Moderee
Hypsav;habitat:Riviere;printemps;2;21;234;138;Bonne
Inssp5;habitat:Riviere;printemps;1;2;4;67;Moderee
Inssp7;habitat:Riviere;printemps;1;6;40;54;Moderee
Isopyr;habitat:Riviere;printemps;5;27;585;91;Moderee
Lamsp.;habitat:Riviere;printemps;1;5;636;70;Moderee
Leppun;habitat:Riviere;printemps;3;54;678;375;Bonne
mamm;habitat:Riviere;printemps;1;3;34;35;Faible
Metbra;habitat:Riviere;printemps;1;7;58;27;Faible
Micagr;habitat:Riviere;printemps;1;2;14;36;Faible
Mimasp;habitat:Riviere;printemps;1;7;84;117;Bonne
Minsch;habitat:Riviere;printemps;2;15;80;194;Bonne
Mussp;habitat:Riviere;printemps;1;6;171;25;Faible
Myoalc;habitat:Riviere;printemps;1;25;60;43;Moderee
Myobec;habitat:Riviere;printemps;1;1;2;12;Faible
Myocap;habitat:Riviere;printemps;3;30;587;90;Moderee
Myodau;habitat:Riviere;printemps;2;35;1948;264;Bonne
Myoema;habitat:Riviere;printemps;2;10;65;242;Bonne
MyoGT;habitat:Riviere;printemps;1;3;15;45;Moderee
Myomys;habitat:Riviere;printemps;2;15;563;260;Bonne
Myonat;habitat:Riviere;printemps;2;14;99;196;Bonne
noise;habitat:Riviere;printemps;278;3574;7693;535;Tres bonne
Nyclas;habitat:Riviere;printemps;7;106;229;5;Faible
Nyclei;habitat:Riviere;printemps;4;42;776;332;Bonne
Nycnoc;habitat:Riviere;printemps;2;11;191;160;Bonne
Phanan;habitat:Riviere;printemps;3;35;542;330;Bonne
Phofem;habitat:Riviere;printemps;1;8;230;129;Bonne
Phogri;habitat:Riviere;printemps;3;31;398;370;Bonne
piaf;habitat:Riviere;printemps;37;403;1728;326;Bonne
Pipkuh;habitat:Riviere;printemps;6;172;2124;423;Bonne
Pipnat;habitat:Riviere;printemps;3;20;338;220;Bonne
Pippip;habitat:Riviere;printemps;23;669;4794;474;Bonne
Pippyg;habitat:Riviere;printemps;5;156;2595;371;Bonne
Plaaff;habitat:Riviere;printemps;1;3;13;3;Faible
Plaalb;habitat:Riviere;printemps;1;10;79;99;Moderee
Plaint;habitat:Riviere;printemps;1;10;50;196;Bonne
Pleaur;habitat:Riviere;printemps;1;3;127;98;Moderee
Pleaus;habitat:Riviere;printemps;1;7;27;208;Bonne
Plemac;habitat:Riviere;printemps;1;2;5;8;Faible
Ratnor;habitat:Riviere;printemps;1;6;87;47;Moderee
Rhasp;habitat:Riviere;printemps;2;171;1258;45;Moderee
Rhieur;habitat:Riviere;printemps;1;3;20;13;Faible
Rhifer;habitat:Riviere;printemps;1;6;974;80;Moderee
Rhihip;habitat:Riviere;printemps;2;19;2470;103;Bonne
Roeroe;habitat:Riviere;printemps;1;180;4607;54;Moderee
Rusnit;habitat:Riviere;printemps;1;3;65;107;Bonne
Sepsep;habitat:Riviere;printemps;1;2;4;18;Faible
Tadten;habitat:Riviere;printemps;5;52;911;170;Bonne
Testes;habitat:Riviere;printemps;1;17;453;200;Bonne
Tetarg;habitat:Riviere;printemps;1;5;9;30;Faible
Tetvir;habitat:Riviere;printemps;9;96;1994;475;Bonne
Tyllil;habitat:Riviere;printemps;1;3;104;107;Bonne
Urosp;habitat:Riviere;printemps;1;3;106;79;Moderee
Vesmur;habitat:Riviere;printemps;1;2;4;16;Faible
Yerray;habitat:Riviere;printemps;2;19;152;234;Bonne
Yposp;habitat:Riviere;printemps;1;13;1174;250;Bonne
amph;national;printemps;1;10;223;1895;Tres bonne
Antsp;national;printemps;1;16;457;340;Bonne
Aposp;national;printemps;2;19;379;109;Bonne
Barbar;national;printemps;2;16;181;4770;Tres bonne
Barfis;national;printemps;1;5;538;3003;Tres bonne
Condor;national;printemps;1;4;42;42;Moderee
Confus;national;printemps;1;4;104;1750;Tres bonne
criq;national;printemps;1;1;12;65;Moderee
Cympud;national;printemps;1;3;57;472;Bonne
Cyrscu;national;printemps;1;8;1346;2956;Tres bonne
Decalb;national;printemps;1;2;16;1937;Tres bonne
Epheph;national;printemps;1;8;178;4829;Tres bonne
Eptnil;national;printemps;1;2;27;267;Bonne
Eptser;national;printemps;2;24;323;9612;Tres bonne
Eupsp;national;printemps;1;4;41;5219;Tres bonne
gril;national;printemps;1;3;29;3093;Tres bonne
Hypsav;national;printemps;2;16;221;4828;Tres bonne
Insp11;national;printemps;1;2;8;143;Bonne
Insp12;national;printemps;1;1;2;52;Moderee
Inssp5;national;printemps;1;2;8;2035;Tres bonne
Inssp7;national;printemps;1;9;101;1460;Tres bonne
Inssp8;national;printemps;1;1;4;39;Faible
Isopyr;national;printemps;4;32;717;2447;Tres bonne
Lamsp.;national;printemps;1;5;345;2367;Tres bonne
Leppun;national;printemps;3;31;409;11282;Tres bonne
mamm;national;printemps;1;3;52;944;Tres bonne
Metbra;national;printemps;1;3;17;658;Tres bonne
Micagr;national;printemps;1;3;31;1757;Tres bonne
Mimasp;national;printemps;1;5;41;4142;Tres bonne
Minsch;national;printemps;2;23;660;4774;Tres bonne
Mussp;national;printemps;1;8;354;1179;Tres bonne
Myoalc;national;printemps;1;7;67;1362;Tres bonne
Myobec;national;printemps;1;2;16;677;Tres bonne
Myocap;national;printemps;2;30;442;1818;Tres bonne
Myodas;national;printemps;1;2;11;16;Faible
Myodau;national;printemps;2;18;1349;7356;Tres bonne
Myoema;national;printemps;1;9;69;6835;Tres bonne
MyoGT;national;printemps;1;6;73;2238;Tres bonne
Myomys;national;printemps;2;13;277;7737;Tres bonne
Myonat;national;printemps;2;14;229;6768;Tres bonne
Myosp;national;printemps;1;7;20;53;Moderee
noise;national;printemps;129;2433;8140;17420;Tres bonne
Nyclas;national;printemps;2;13;111;36;Faible
Nyclei;national;printemps;3;26;383;11433;Tres bonne
Nycnoc;national;printemps;2;13;272;5798;Tres bonne
Phafal;national;printemps;1;3;28;250;Bonne
Phanan;national;printemps;3;29;387;10381;Tres bonne
Phofem;national;printemps;1;2;25;2046;Tres bonne
Phogri;national;printemps;2;18;243;11846;Tres bonne
piaf;national;printemps;40;402;1489;10920;Tres bonne
Pipkuh;national;printemps;7;129;1734;13524;Tres bonne
Pipnat;national;printemps;2;16;237;7974;Tres bonne
Pippip;national;printemps;13;411;3737;14847;Tres bonne
Pippyg;national;printemps;2;84;1938;7794;Tres bonne
Plaaff;national;printemps;1;17;1167;221;Bonne
Plaalb;national;printemps;1;6;273;1980;Tres bonne
Plafal;national;printemps;1;1;3;11;Faible
Plaint;national;printemps;1;10;223;5939;Tres bonne
Plasab;national;printemps;1;9;214;756;Tres bonne
Pleaur;national;printemps;1;4;73;4046;Tres bonne
Pleaus;national;printemps;1;9;95;7076;Tres bonne
Plemac;national;printemps;1;3;19;516;Tres bonne
Plesp;national;printemps;1;4;10;36;Faible
Pteger;national;printemps;1;2;4;17;Faible
Ratnor;national;printemps;1;10;212;2356;Tres bonne
Rhasp;national;printemps;1;9;313;624;Tres bonne
Rhieur;national;printemps;1;18;778;1066;Tres bonne
Rhifer;national;printemps;2;21;672;3505;Tres bonne
Rhihip;national;printemps;2;20;996;4763;Tres bonne
Roeroe;national;printemps;1;8;825;2038;Tres bonne
Rusnit;national;printemps;1;11;1065;3586;Tres bonne
Sepsep;national;printemps;1;2;19;864;Tres bonne
Tadten;national;printemps;3;31;343;4424;Tres bonne
Testes;national;printemps;1;8;247;5958;Tres bonne
Tetarg;national;printemps;1;2;19;647;Tres bonne
Tetcan;national;printemps;1;1;10;24;Faible
Tetpyg;national;printemps;1;1;9;155;Bonne
Tetvir;national;printemps;6;68;1453;14866;Tres bonne
Thycor;national;printemps;1;1;2;49;Moderee
Tyllil;national;printemps;1;2;15;3234;Tres bonne
Urosp;national;printemps;1;4;539;2317;Tres bonne
Vesmur;national;printemps;1;2;13;178;Bonne
Yerbey;national;printemps;1;1;2;15;Faible
Yerray;national;printemps;1;10;90;7047;Tres bonne
Yposp;national;printemps;1;9;914;8947;Tres bonne
amph;habitat:Urbain;printemps;2;12;115;184;Bonne
Antsp;habitat:Urbain;printemps;2;52;1500;26;Faible
Barbar;habitat:Urbain;printemps;2;29;316;278;Bonne
Barfis;habitat:Urbain;printemps;1;3;591;175;Bonne
Confus;habitat:Urbain;printemps;1;1;18;41;Moderee
criq;habitat:Urbain;printemps;1;1;3;10;Faible
Cympud;habitat:Urbain;printemps;1;7;62;16;Faible
Cyrscu;habitat:Urbain;printemps;1;14;484;176;Bonne
Decalb;habitat:Urbain;printemps;1;2;8;96;Moderee
Epheph;habitat:Urbain;printemps;1;8;44;290;Bonne
Eptnil;habitat:Urbain;printemps;1;1;26;32;Faible
Eptser;habitat:Urbain;printemps;2;16;219;604;Tres bonne
Eupsp;habitat:Urbain;printemps;1;6;150;278;Bonne
gril;habitat:Urbain;printemps;1;3;28;205;Bonne
Hypsav;habitat:Urbain;printemps;2;12;197;198;Bonne
Inssp5;habitat:Urbain;printemps;1;2;4;110;Bonne
Inssp7;habitat:Urbain;printemps;1;3;21;80;Moderee
Isopyr;habitat:Urbain;printemps;5;21;315;93;Moderee
Lamsp.;habitat:Urbain;printemps;1;3;17;101;Bonne
Leppun;habitat:Urbain;printemps;3;24;213;842;Tres bonne
mamm;habitat:Urbain;printemps;1;3;28;70;Moderee
Metbra;habitat:Urbain;printemps;1;1;36;32;Faible
Micagr;habitat:Urbain;printemps;1;1;11;60;Moderee
Mimasp;habitat:Urbain;printemps;1;4;54;259;Bonne
Minsch;habitat:Urbain;printemps;1;5;48;150;Bonne
Mussp;habitat:Urbain;printemps;1;3;23;48;Moderee
Myoalc;habitat:Urbain;printemps;1;6;139;66;Moderee
Myobec;habitat:Urbain;printemps;1;1;5;39;Faible
Myocap;habitat:Urbain;printemps;1;54;514;49;Moderee
Myodau;habitat:Urbain;printemps;2;8;169;477;Bonne
Myoema;habitat:Urbain;printemps;1;7;199;408;Bonne
MyoGT;habitat:Urbain;printemps;1;4;18;90;Moderee
Myomys;habitat:Urbain;printemps;1;7;322;454;Bonne
Myonat;habitat:Urbain;printemps;1;10;161;310;Bonne
noise;habitat:Urbain;printemps;284;2613;8231;1075;Tres bonne
Nyclas;habitat:Urbain;printemps;10;10;10;2;Faible
Nyclei;habitat:Urbain;printemps;2;15;225;659;Tres bonne
